true_values,predicted_values,difference,Action/Adventure,Fantasy/Supernatural,Comedy,Drama/Romance,Science Fiction,Psychological/Thriller,Other/Uncategorized,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
5.73,5.334062428571319,0.39593757142868125,0,0,0,0,0,0,1,False,False,False,True,False,False
6.89,5.968660036745245,0.9213399632547548,1,1,0,0,0,0,0,True,False,False,False,False,False
6.4,6.443802677156012,0.043802677156011605,0,0,1,0,0,0,1,False,False,False,True,False,False
5.52,5.664589173800713,0.14458917380071323,0,0,1,0,0,0,0,False,False,False,False,True,False
7.57,7.604578731910819,0.03457873191081884,0,0,1,1,1,0,1,False,False,False,False,False,True
8.27,7.6879282345667965,0.582071765433203,1,1,1,1,0,0,0,False,False,False,False,True,False
6.47,6.31198477188429,0.15801522811571012,0,0,1,1,0,0,0,False,False,False,False,True,False
7.5,7.235618612648618,0.2643813873513823,0,0,1,0,0,0,0,False,False,False,True,False,False
5.63,6.611311779820006,0.9813117798200057,1,0,0,0,0,0,0,False,False,False,False,False,True
8.16,7.629830005107912,0.5301699948920877,0,1,1,1,0,0,0,False,False,False,False,False,True
8.47,8.27249271238564,0.19750728761436065,1,1,0,0,0,0,0,True,False,False,False,False,False
6.99,6.723999533364729,0.2660004666352709,0,0,0,1,0,0,0,True,False,False,False,False,False
6.07,6.031871374871637,0.03812862512836368,1,1,1,0,0,0,0,False,False,False,True,False,False
5.51,5.833750362473391,0.3237503624733913,1,1,0,0,0,0,0,False,False,False,True,False,False
7.25,7.020773570722978,0.22922642927702164,1,0,1,0,0,0,0,False,False,False,False,True,False
7.41,6.7159347941005,0.6940652058995003,0,0,1,0,0,0,0,False,False,False,False,False,True
6.65,5.8965908495359445,0.7534091504640559,1,1,0,0,0,0,0,False,False,False,True,False,False
7.0,5.427438852615342,1.5725611473846577,0,0,1,0,0,0,0,False,False,False,False,False,True
6.65,6.516294808722989,0.13370519127701108,0,0,1,0,0,0,0,False,False,False,False,False,True
5.58,5.124806030547057,0.4551939694529432,0,0,0,0,0,0,1,False,True,False,False,False,False
5.47,5.775471667116651,0.3054716671166515,0,1,0,0,1,0,0,True,False,False,False,False,False
6.49,6.599474098367411,0.10947409836741073,0,1,1,0,0,0,0,False,False,False,False,False,True
6.0,5.64056411249242,0.3594358875075798,1,0,0,0,1,0,0,False,False,False,True,False,False
7.18,7.461038195062881,0.2810381950628811,1,0,0,0,1,0,0,False,False,False,False,False,True
7.29,7.419871162772393,0.12987116277239252,1,1,1,0,0,0,0,False,False,False,False,False,True
4.5,6.8937814099709405,2.3937814099709405,0,0,0,1,0,0,1,False,False,False,True,False,False
7.64,7.910764082394727,0.27076408239472727,0,0,0,0,1,1,0,True,False,False,False,False,False
4.31,4.661054513787681,0.35105451378768127,0,0,0,0,0,1,0,False,True,False,False,False,False
6.78,6.665302872071207,0.11469712792879339,0,1,1,0,0,0,1,False,False,False,False,False,True
6.85,6.670874449501983,0.17912555049801693,0,0,0,1,0,0,0,False,False,False,False,True,False
7.29,7.270113778255349,0.01988622174465071,0,0,0,1,1,0,0,False,False,False,True,False,False
6.75,6.78950386611224,0.03950386611224044,1,0,1,1,1,0,1,False,False,False,False,False,True
7.3,6.573385535284451,0.7266144647155492,1,0,0,0,1,0,0,False,False,False,False,True,False
7.0,6.639373382677631,0.3606266173223691,0,0,0,0,0,0,1,False,False,False,True,False,False
7.35,6.759759634816787,0.5902403651832122,1,0,1,0,0,0,0,False,False,False,False,False,True
6.18,5.848905254195291,0.3310947458047089,0,1,0,0,0,0,0,True,False,False,False,False,False
5.67,6.536022361268655,0.8660223612686551,0,0,0,0,0,0,1,False,False,False,True,False,False
6.79,6.876834639481634,0.08683463948163439,1,1,1,1,0,0,0,False,False,False,True,False,False
7.12,6.6446054353771205,0.47539456462287966,0,0,0,0,0,0,1,False,False,False,True,False,False
7.2,6.649511824698514,0.5504881753014859,0,0,0,0,0,0,1,False,False,False,True,False,False
4.7,5.3378798998926795,0.6378798998926793,0,0,1,0,0,0,0,False,False,True,False,False,False
4.5,5.862329074334493,1.3623290743344931,0,0,1,0,0,0,0,True,False,False,False,False,False
7.0,6.860548521106099,0.13945147889390075,0,0,1,0,0,0,1,False,False,False,False,False,True
6.55,5.689923940971904,0.8600760590280956,0,0,0,0,0,0,1,False,False,False,False,False,True
6.62,6.467549661920893,0.1524503380791069,1,0,1,0,1,0,0,False,False,False,False,False,True
7.7,7.711259876969775,0.011259876969774929,0,1,1,1,0,0,1,False,False,False,False,False,True
6.38,6.685121698054962,0.30512169805496203,1,0,1,0,1,0,0,False,False,False,False,True,False
6.68,6.372553270095453,0.30744672990454713,1,0,0,0,0,0,0,False,False,False,False,True,False
7.16,7.216977303557421,0.05697730355742081,1,1,0,1,0,0,0,True,False,False,False,False,False
6.86,5.5421608060737775,1.3178391939262228,0,0,1,0,0,0,1,True,False,False,False,False,False
6.0,5.4579149379184,0.5420850620815996,0,1,0,0,1,0,0,False,False,False,True,False,False
7.17,5.77664481883264,1.39335518116736,0,0,1,0,0,0,0,True,False,False,False,False,False
5.11,6.291665697086955,1.181665697086955,1,1,1,0,1,0,1,False,False,False,False,False,True
7.5,7.576212004956859,0.07621200495685887,0,0,1,1,0,0,0,False,False,False,False,False,True
6.85,6.4196580698112715,0.43034193018872813,0,0,1,1,0,0,0,False,False,False,False,False,True
6.69,6.369909961304895,0.32009003869510533,1,1,1,0,0,0,0,False,False,False,True,False,False
5.66,5.33398724747881,0.3260127525211898,0,0,0,0,0,0,1,False,False,False,True,False,False
7.1,6.709462070271496,0.3905379297285032,1,0,1,1,0,0,0,False,False,False,False,False,True
5.04,5.8211266501045005,0.7811266501045004,0,0,0,0,0,1,0,False,True,False,False,False,False
5.98,6.442897539869462,0.4628975398694619,1,0,1,1,1,0,1,False,False,False,False,True,False
7.52,7.6077143090588635,0.0877143090588639,1,1,0,1,0,0,0,True,False,False,False,False,False
6.21,6.223782965887149,0.01378296588714889,0,0,1,1,1,0,1,False,False,False,True,False,False
7.94,7.746905312413596,0.19309468758640413,0,0,1,1,0,0,0,True,False,False,False,False,False
7.27,7.491458875742251,0.22145887574225132,1,0,0,0,1,0,0,False,False,False,True,False,False
7.35,7.018569594258651,0.3314304057413491,0,0,1,1,0,0,1,False,False,False,False,False,True
6.06,6.096320909334257,0.03632090933425758,0,0,0,0,0,0,1,False,False,False,False,False,True
6.33,5.835797832639267,0.49420216736073286,0,0,1,0,0,0,1,False,False,False,False,False,True
6.43,5.891177110489618,0.5388228895103815,0,1,1,0,0,0,1,True,False,False,False,False,False
8.07,7.897477452419569,0.1725225475804315,1,1,0,1,0,1,0,False,False,False,False,False,True
7.55,7.58720049661222,0.037200496612220135,1,0,0,1,1,1,0,False,False,False,False,False,True
7.81,7.48431352488316,0.32568647511683935,0,0,0,0,0,0,0,False,False,False,True,False,False
7.04,7.074514414457145,0.03451441445714476,1,1,1,0,0,0,1,False,False,False,False,True,False
7.13,6.171572078612002,0.9584279213879983,1,0,1,0,0,0,0,False,False,False,False,False,True
6.11,7.2738999673858356,1.1638999673858352,1,1,1,0,0,1,0,False,False,False,False,False,True
9.06,8.663956654437323,0.39604334556267773,0,1,1,1,0,0,0,False,False,False,False,False,True
6.47,6.667034754706906,0.19703475470690623,1,0,0,0,1,0,0,False,False,False,False,False,True
6.47610799251537,6.339241263920398,0.1368667285949723,1,1,0,0,0,0,0,False,False,False,False,False,True
6.68,6.699876507981727,0.01987650798172691,1,0,0,0,0,0,0,False,False,False,False,False,True
6.92,5.935310998568798,0.9846890014312022,0,0,0,1,0,0,0,False,False,True,False,False,False
3.82,5.955214375060767,2.1352143750607673,0,0,0,0,0,0,1,False,False,False,True,False,False
7.59,6.706500079378169,0.8834999206218308,0,0,1,0,0,0,0,False,False,False,False,True,False
6.37,5.813716991330077,0.5562830086699231,0,0,0,0,0,0,0,False,False,False,True,False,False
6.77,6.4039891948397765,0.3660108051602231,1,0,0,1,0,0,0,False,False,False,False,False,True
7.84,7.742370514567746,0.09762948543225392,0,1,0,0,0,1,0,False,False,False,False,True,False
6.47610799251537,6.3903425848802575,0.08576540763511264,1,1,0,0,0,0,1,False,False,False,False,False,True
5.89,6.273068455917258,0.38306845591725835,0,1,0,1,1,0,1,False,False,False,False,False,True
6.93,6.750314736612296,0.17968526338770374,1,0,0,1,0,0,0,False,False,False,False,False,True
5.68,5.909522118262736,0.22952211826273672,1,0,0,1,1,0,0,False,False,False,True,False,False
6.84,6.661288099437945,0.178711900562055,0,0,0,0,0,0,1,False,False,False,True,False,False
7.83,7.767301651919592,0.0626983480804082,1,1,0,0,0,0,0,True,False,False,False,False,False
7.83,7.194166234569452,0.6358337654305481,1,0,0,0,0,0,0,True,False,False,False,False,False
6.68,6.7900478093050936,0.11004780930509384,0,0,0,0,0,0,1,False,False,False,False,True,False
6.65,6.7607877113439265,0.11078771134392618,1,0,0,0,0,0,0,False,False,False,False,False,True
5.64,6.02283285560358,0.3828328556035805,0,0,0,1,0,0,0,False,True,False,False,False,False
5.69,5.482698616254683,0.20730138374531748,0,0,0,0,0,0,1,False,False,False,True,False,False
8.5,8.049470310379332,0.45052968962066764,1,0,0,0,1,1,0,False,False,False,False,False,True
6.83,6.791045934989022,0.03895406501097831,0,1,1,1,0,0,1,False,False,False,True,False,False
6.79,6.708749209192175,0.08125079080782527,0,0,0,0,1,0,0,False,False,False,True,False,False
7.5,6.9388930749355096,0.5611069250644904,0,0,1,0,0,0,0,False,False,False,True,False,False
7.74,7.050500621453745,0.6894993785462553,1,0,0,1,1,0,0,False,False,False,False,False,True
5.93,5.863948352372305,0.06605164762769444,0,0,1,1,0,0,0,False,False,False,False,False,True
7.08,7.002761811559451,0.07723818844054886,1,0,1,1,0,0,1,False,False,False,False,True,False
5.87,5.490252022650086,0.37974797734991395,0,0,0,0,0,0,1,False,False,False,True,False,False
7.53,7.366220097834176,0.1637799021658246,0,0,0,1,0,0,0,False,False,False,False,True,False
7.99,8.076745095746096,0.08674509574609601,1,0,0,1,1,0,0,False,False,False,False,False,True
6.71,5.0784125800965745,1.6315874199034255,0,0,1,0,0,0,0,True,False,False,False,False,False
6.72,6.551431116313468,0.16856888368653156,0,0,0,0,0,0,0,False,False,False,False,False,True
8.57,7.865328687057484,0.7046713129425166,1,0,0,0,0,0,0,False,False,False,False,False,True
6.36,6.290298030538519,0.0697019694614811,0,0,0,0,0,0,1,False,False,False,True,False,False
7.16,7.034583930672678,0.12541606932732208,0,1,1,0,1,0,1,False,False,False,False,False,True
6.0,5.134106878038055,0.8658931219619452,0,0,0,0,1,1,0,False,False,False,True,False,False
4.2,5.765401197139005,1.5654011971390052,1,0,1,0,0,0,1,False,False,False,False,False,True
6.2,6.227988156088474,0.02798815608847338,0,1,0,0,1,0,0,False,False,False,False,True,False
7.59,6.7441270322258635,0.8458729677741363,0,1,1,0,0,0,0,False,False,False,True,False,False
6.63,7.212717178012245,0.5827171780122455,1,0,1,0,0,0,0,False,False,True,False,False,False
7.6,8.071123305650831,0.47112330565083127,1,0,1,0,0,1,0,True,False,False,False,False,False
6.21,6.291141601030516,0.08114160103051571,0,0,0,1,0,0,0,False,False,False,True,False,False
6.64,6.97168904294932,0.33168904294932045,0,0,0,1,0,0,0,False,False,False,True,False,False
6.45,6.2688712116262835,0.1811287883737167,0,0,0,1,0,0,0,False,False,False,True,False,False
7.6,6.579840704479987,1.0201592955200125,0,0,0,1,0,0,0,False,False,False,True,False,False
5.68,6.108061757658371,0.4280617576583712,0,0,1,0,0,0,1,False,False,False,False,False,True
6.1,5.525724623894137,0.574275376105863,0,0,1,0,0,0,1,False,False,False,False,True,False
6.5,6.637048733544045,0.13704873354404512,0,0,0,0,0,0,0,False,False,False,False,False,True
5.77,6.3633191407452685,0.5933191407452689,0,0,0,0,0,0,1,False,False,False,True,False,False
7.53,7.2170803071840215,0.31291969281597876,0,0,0,0,0,0,0,False,False,False,False,False,True
7.18,7.350716869855219,0.1707168698552195,0,1,0,1,0,0,0,False,False,False,False,False,True
7.53,6.943365094205861,0.5866349057941393,1,0,0,1,0,0,0,False,False,False,False,False,True
6.31,5.644822013175485,0.6651779868245145,1,0,0,0,0,0,0,False,False,False,True,False,False
6.59,6.59814272819048,0.008142728190479787,0,0,1,0,1,0,0,False,False,False,False,False,True
6.2,6.570164662193932,0.3701646621939316,0,0,1,0,1,0,0,False,False,False,True,False,False
8.19,6.8280363853869215,1.361963614613078,0,0,1,0,0,0,0,False,False,False,True,False,False
6.56,6.765225148408394,0.20522514840839445,1,1,0,0,0,0,1,False,False,False,True,False,False
4.15,5.510767502053049,1.360767502053049,1,0,0,0,0,0,0,True,False,False,False,False,False
7.2,7.4194465447646,0.21944654476460013,1,0,0,1,1,0,0,False,False,False,True,False,False
4.86,4.7100413030120425,0.14995869698795783,0,0,0,0,0,0,0,False,True,False,False,False,False
7.04,7.003228303091478,0.03677169690852189,0,0,1,1,0,0,1,False,False,False,False,False,True
5.41,6.121410675734605,0.711410675734605,0,0,1,0,1,0,0,False,False,False,True,False,False
5.06,5.153483170780485,0.09348317078048574,0,0,0,0,0,1,0,True,False,False,False,False,False
7.27,6.87377697405179,0.3962230259482098,1,1,0,0,1,0,0,False,False,False,False,False,True
5.62,6.17842011822667,0.5584201182266701,0,0,1,0,0,0,0,False,False,False,False,False,True
8.09,7.392396841963004,0.6976031580369959,0,0,1,1,0,0,0,False,False,False,True,False,False
7.78,7.884702378198943,0.1047023781989429,1,1,0,1,1,0,0,False,False,False,False,False,True
6.22,6.485712939190475,0.26571293919047534,1,1,1,0,1,0,0,True,False,False,False,False,False
8.33,6.903433599900571,1.4265664000994294,0,1,0,1,0,0,1,False,False,False,True,False,False
5.3,4.988044689687623,0.3119553103123769,0,0,0,0,0,1,0,True,False,False,False,False,False
5.67,5.661170194936003,0.00882980506399722,0,0,0,0,0,0,1,False,False,True,False,False,False
6.17,6.413195456065435,0.24319545606543524,0,0,0,0,0,0,0,False,False,False,False,False,True
5.51,6.251642962642436,0.7416429626424366,1,0,0,1,0,0,0,False,False,False,True,False,False
6.78,6.660669238954188,0.11933076104581186,1,0,0,0,0,0,1,False,False,False,False,False,True
5.45,5.599244581903997,0.14924458190399648,1,0,0,0,1,0,0,False,False,False,False,False,True
4.17,5.681627437832357,1.5116274378323569,0,0,1,0,0,0,0,True,False,False,False,False,False
6.4,5.610031985709621,0.7899680142903795,0,0,1,0,0,0,0,False,False,False,False,False,True
7.63,7.317079019086634,0.31292098091336573,0,0,1,1,0,0,1,False,False,False,False,False,True
6.24,5.407499746550158,0.832500253449842,0,0,1,0,0,0,0,False,False,True,False,False,False
6.41,7.047655170110108,0.6376551701101079,0,0,0,1,0,0,1,False,False,False,True,False,False
6.34,6.135670330113412,0.20432966988658752,0,0,1,0,1,0,0,False,False,False,True,False,False
6.51,6.835247512627529,0.32524751262752893,1,0,0,0,1,0,0,False,False,False,False,True,False
4.88,6.7968364643601715,1.9168364643601716,1,1,1,0,1,0,0,True,False,False,False,False,False
4.5,6.086456141505397,1.5864561415053968,0,1,0,0,0,0,1,True,False,False,False,False,False
6.64,6.529763320779347,0.11023667922065261,0,0,1,0,0,0,0,False,False,False,False,True,False
4.5,7.5190550591338905,3.0190550591338905,0,0,0,1,0,0,0,False,False,False,True,False,False
6.47610799251537,6.112606021459339,0.36350197105603144,0,0,0,0,1,0,0,False,False,False,True,False,False
8.21,8.09425891016518,0.11574108983482034,1,0,1,0,0,1,0,True,False,False,False,False,False
6.53,6.5204962522491705,0.009503747750829739,1,0,0,1,1,0,0,True,False,False,False,False,False
7.16,7.360573652295958,0.20057365229595803,1,0,1,0,1,0,0,True,False,False,False,False,False
6.93,6.654045746897537,0.275954253102463,0,0,0,1,1,0,0,False,False,False,True,False,False
7.05,6.987961475709708,0.06203852429029144,1,0,0,0,1,0,0,False,False,False,False,False,True
6.31,6.523451958422909,0.2134519584229091,1,1,0,0,0,0,0,False,False,False,False,False,True
6.71,5.9092029243835515,0.8007970756164484,1,0,0,0,0,0,1,True,False,False,False,False,False
4.8,5.697134642825669,0.8971346428256695,0,0,0,0,1,0,1,False,False,False,False,False,True
7.32,7.199923032133681,0.1200769678663196,0,1,1,0,1,0,0,False,False,False,False,False,True
6.65,6.2341847144086895,0.41581528559131087,1,0,0,0,1,0,0,False,False,False,True,False,False
6.58,6.804270351904311,0.22427035190431077,1,0,0,0,1,0,0,False,False,False,False,False,True
6.63,6.99023543429213,0.3602354342921297,0,0,1,1,0,0,0,False,False,False,False,False,True
6.51,6.58645704122812,0.07645704122812003,1,1,1,0,0,0,1,False,False,False,False,False,True
6.53,5.566599382292959,0.9634006177070411,0,0,1,0,0,0,1,False,False,False,True,False,False
8.14,7.372616228181643,0.7673837718183574,0,0,0,1,0,0,0,True,False,False,False,False,False
5.95,5.9561853179636115,0.006185317963611325,1,0,1,0,1,0,0,False,False,False,True,False,False
7.02,7.389835708013782,0.36983570801378285,1,1,1,1,0,0,0,True,False,False,False,False,False
6.9,5.950542421328261,0.9494575786717396,1,1,0,0,0,0,0,True,False,False,False,False,False
6.0,6.631494606469235,0.6314946064692348,0,0,0,1,0,0,1,False,False,False,True,False,False
7.0,6.3272080856799455,0.6727919143200545,0,0,0,1,0,0,1,False,False,False,True,False,False
5.02,6.076189937979003,1.0561899379790036,0,0,1,0,0,0,0,False,False,False,False,False,True
8.06,7.8308887768083775,0.22911122319162303,1,0,1,0,1,1,0,False,False,False,True,False,False
3.65,5.511403300188555,1.8614033001885555,0,0,0,0,0,0,0,False,False,True,False,False,False
5.28,4.670156517905708,0.6098434820942922,0,0,0,0,0,1,0,False,False,True,False,False,False
7.25,6.559401687572094,0.6905983124279063,1,0,1,0,0,0,0,False,False,False,False,False,True
5.48,5.975585170113786,0.49558517011378544,0,0,0,0,0,0,1,True,False,False,False,False,False
7.9,7.5343104671926895,0.36568953280731087,0,0,0,1,0,0,0,False,False,False,False,False,True
5.4,4.902630969213083,0.49736903078691697,0,0,1,0,0,0,0,False,False,True,False,False,False
7.43,7.711595738096423,0.28159573809642335,1,1,0,1,0,0,0,False,False,False,False,False,True
6.47610799251537,7.3218706496857235,0.8457626571703534,1,1,0,0,0,1,0,True,False,False,False,False,False
7.0,5.9160000349438775,1.0839999650561225,1,1,0,0,0,0,0,False,False,False,False,False,True
5.5,6.232176515628242,0.7321765156282423,0,1,0,0,0,0,1,True,False,False,False,False,False
3.43,5.354939622413129,1.9249396224131288,0,0,1,0,0,0,0,False,False,True,False,False,False
8.0,6.265807951982313,1.734192048017687,1,0,0,0,0,0,0,False,False,False,False,False,True
7.28,7.38964178875857,0.10964178875856945,1,0,0,1,1,0,0,False,False,False,False,False,True
3.85,4.593511137175462,0.7435111371754615,0,0,0,0,0,0,0,False,True,False,False,False,False
6.57,6.426187838931146,0.14381216106885386,0,0,0,0,0,0,1,False,False,False,True,False,False
6.3,6.276931463583587,0.023068536416412933,1,1,0,1,0,0,0,False,False,False,True,False,False
5.06,5.542728580264372,0.4827285802643724,0,1,1,0,0,0,1,False,False,False,False,True,False
6.8,6.417698050890484,0.3823019491095154,0,0,0,0,0,0,1,False,False,False,True,False,False
6.85,6.829371576832151,0.02062842316784863,1,0,0,1,0,0,0,False,False,False,True,False,False
5.53,6.320682228485064,0.7906822284850641,1,0,0,1,1,0,0,True,False,False,False,False,False
8.5,6.944469265151995,1.5555307348480047,0,0,0,1,0,0,1,False,False,False,True,False,False
6.97,6.7124707499011596,0.2575292500988402,1,0,0,1,1,0,0,False,False,False,True,False,False
9.1,8.241159321302389,0.8588406786976108,1,0,1,0,1,0,0,True,False,False,False,False,False
7.01,6.809079650670412,0.20092034932958747,1,0,1,1,1,0,0,False,False,False,False,True,False
8.02,8.187670246150986,0.1676702461509869,0,0,1,0,0,0,0,False,False,False,False,False,True
7.32,6.639232994077005,0.6807670059229949,1,0,0,1,1,0,0,False,False,False,True,False,False
5.96,5.865412420570538,0.09458757942946239,0,0,1,0,0,0,0,True,False,False,False,False,False
6.75,6.453447307139261,0.2965526928607387,0,1,0,0,0,0,1,False,False,False,False,True,False
5.5,6.63900816549816,1.1390081654981596,0,1,1,0,0,0,1,False,False,False,False,True,False
7.73,7.636902849151383,0.09309715084861736,0,1,1,0,0,0,0,False,False,False,False,True,False
7.6,7.854333204280721,0.25433320428072115,1,0,0,0,1,1,0,False,False,False,False,False,True
6.7,5.635974678064533,1.0640253219354676,0,0,1,0,0,0,0,False,False,False,False,True,False
6.5,6.473896038230171,0.026103961769829098,0,0,0,1,0,0,0,False,False,False,True,False,False
6.92,7.130649987232726,0.21064998723272588,1,0,0,1,0,1,0,False,False,False,False,False,True
5.75,6.754404354417844,1.0044043544178436,0,0,0,1,0,0,1,False,False,False,True,False,False
6.51,6.416227469454766,0.09377253054523393,0,0,0,0,1,1,0,False,False,False,True,False,False
5.12,5.161918846678065,0.041918846678065336,0,1,0,0,0,0,0,True,False,False,False,False,False
6.93,6.557384565582664,0.3726154344173356,1,0,0,1,1,0,0,True,False,False,False,False,False
6.95,7.005236942630385,0.055236942630385144,1,1,0,0,1,0,0,False,False,False,True,False,False
6.0,6.639973445411059,0.6399734454110586,0,0,0,1,0,0,0,True,False,False,False,False,False
7.76,7.421451147234299,0.338548852765701,1,1,0,0,0,0,0,True,False,False,False,False,False
6.44,6.287867008080094,0.15213299191990615,0,0,1,0,0,0,1,False,False,False,False,False,True
7.48,7.640954270222325,0.16095427022232478,0,0,0,1,0,0,0,False,False,False,False,False,True
5.5,5.6814316718390385,0.18143167183903852,0,0,0,0,0,0,1,False,False,False,True,False,False
6.18,6.211363775334591,0.031363775334591004,1,0,1,0,1,0,0,False,False,False,False,True,False
6.75,6.120829802526881,0.629170197473119,1,1,0,0,0,0,0,True,False,False,False,False,False
6.17,6.872107324581397,0.7021073245813971,0,1,1,0,0,0,0,False,False,False,False,False,True
5.25,5.750549186822921,0.500549186822921,0,0,0,0,1,0,1,False,False,False,False,False,True
6.16,6.325323157688356,0.1653231576883556,0,0,1,0,0,0,0,False,False,False,False,False,True
5.74,5.758426340515104,0.018426340515103945,0,0,0,0,0,0,0,False,True,False,False,False,False
5.77,5.966032466511553,0.1960324665115536,0,0,0,0,0,0,1,False,False,False,True,False,False
7.7,7.436757660962627,0.26324233903737326,1,1,0,1,1,0,0,True,False,False,False,False,False
7.79,6.922471412548585,0.8675285874514147,0,0,1,1,0,0,0,True,False,False,False,False,False
4.79,5.635427929171611,0.8454279291716107,1,0,1,0,0,0,0,False,False,False,False,True,False
7.83,7.911894366252203,0.08189436625220292,0,0,1,1,0,0,0,False,False,False,False,False,True
5.83,6.128374198718449,0.2983741987184487,1,0,1,0,0,0,0,False,False,False,False,True,False
6.64,6.5627589543699925,0.07724104563000722,1,0,0,0,1,0,0,False,False,False,False,False,True
6.47610799251537,5.908630734586866,0.5674772579285046,0,0,1,0,1,0,1,False,False,False,False,False,True
6.88,6.571660003392303,0.30833999660769695,1,1,0,1,0,0,0,False,False,False,False,True,False
6.73,6.015830209442189,0.7141697905578113,0,0,0,1,0,0,0,False,False,False,False,True,False
6.82,6.791237594907801,0.028762405092199295,1,1,0,0,0,0,0,False,False,False,False,False,True
5.7,5.653889086770974,0.046110913229026274,0,1,0,0,0,0,0,True,False,False,False,False,False
6.19,6.042664648704137,0.1473353512958635,1,1,0,0,1,0,0,False,False,False,True,False,False
6.36,6.50316497782897,0.14316497782896942,1,0,0,1,1,1,0,False,False,False,True,False,False
5.08,5.133762404119526,0.05376240411952615,1,0,0,0,1,0,0,False,False,False,False,True,False
5.2,5.592477757240338,0.3924777572403375,0,0,1,0,0,0,0,False,False,True,False,False,False
7.4,7.059530932168613,0.3404690678313873,1,0,0,0,1,0,0,False,False,False,False,False,True
5.03,6.148314326521193,1.118314326521193,0,0,1,0,0,0,0,True,False,False,False,False,False
5.35,5.0870371078164105,0.26296289218358915,1,0,0,0,0,0,1,False,False,False,False,True,False
5.77,5.766001258975314,0.003998741024685337,0,0,0,0,0,0,1,False,False,False,True,False,False
5.18,5.4151269408310565,0.23512694083105679,0,0,0,1,0,0,0,False,True,False,False,False,False
7.85,7.5758399809753865,0.2741600190246132,0,1,1,1,0,0,0,False,False,False,True,False,False
6.24,6.112345632846003,0.12765436715399758,0,0,1,0,0,0,0,False,False,False,False,True,False
6.01,6.5399961848441235,0.5299961848441237,0,0,1,0,0,0,0,False,False,True,False,False,False
7.22,7.22151244293282,0.0015124429328201572,1,0,0,1,0,0,0,False,False,True,False,False,False
5.99,5.054505543925621,0.9354944560743794,0,0,1,0,0,0,0,False,False,True,False,False,False
7.6,7.5448177242648145,0.05518227573518519,1,0,1,1,0,0,0,False,False,False,False,False,True
8.24,7.982618203403176,0.2573817965968246,1,1,0,0,0,0,0,False,False,False,True,False,False
6.41,6.6153609063747965,0.20536090637479631,1,0,0,1,1,0,0,False,False,False,False,False,True
6.77,6.395614008383402,0.3743859916165979,0,0,1,1,0,0,0,True,False,False,False,False,False
5.95,5.760413248688437,0.18958675131156344,0,1,0,0,0,0,0,False,True,False,False,False,False
4.8,5.580007663694157,0.7800076636941569,1,0,0,0,1,0,0,False,False,False,True,False,False
7.65,7.121383416297673,0.5286165837023278,1,0,0,0,0,0,0,True,False,False,False,False,False
5.86,5.031144061180538,0.8288559388194621,0,0,0,0,0,0,0,True,False,False,False,False,False
8.75,6.082174954823955,2.667825045176045,0,0,1,1,0,0,0,True,False,False,False,False,False
7.11,6.830975582970358,0.27902441702964254,0,0,0,0,0,0,0,False,True,False,False,False,False
7.37,7.210277424381459,0.15972257561854075,1,1,0,0,0,0,0,False,False,False,False,True,False
6.42,6.763273742628812,0.3432737426288117,1,1,1,0,0,0,1,False,False,False,False,False,True
6.54,5.995595488447627,0.544404511552373,1,0,1,0,0,0,1,False,False,False,False,False,True
5.92,5.583487658963531,0.3365123410364692,0,0,1,0,0,0,1,False,False,False,True,False,False
8.75,8.30632635221605,0.4436736477839496,0,0,1,1,0,0,0,False,False,False,False,False,True
5.15,5.515415297351069,0.3654152973510687,1,0,1,0,0,0,1,False,False,True,False,False,False
6.47610799251537,6.555224445525896,0.07911645301052594,0,0,1,0,0,0,0,False,False,False,False,False,True
7.04,6.851797040382635,0.18820295961736466,1,0,0,0,1,0,0,False,False,False,True,False,False
6.43,6.408859826330103,0.021140173669897067,0,0,1,1,0,0,1,False,False,False,True,False,False
6.5,6.350208548467031,0.1497914515329688,0,0,1,1,0,0,0,False,False,False,False,False,True
6.32,6.671123154938532,0.35112315493853163,1,1,0,0,0,0,0,False,False,False,False,False,True
5.57,4.52823264573161,1.0417673542683898,0,0,0,0,1,0,0,False,True,False,False,False,False
5.53,5.745857670102501,0.21585767010250034,0,0,0,0,0,0,0,False,True,False,False,False,False
6.59,6.521767841945975,0.06823215805402505,0,0,0,1,0,0,0,False,False,False,True,False,False
6.95,6.9799163469638765,0.02991634696387635,0,1,1,1,0,0,0,False,False,False,False,False,True
6.5,6.053941003782794,0.44605899621720635,0,1,0,0,0,0,0,True,False,False,False,False,False
6.49,6.943975286916119,0.4539752869161191,0,0,0,0,1,0,0,False,False,False,True,False,False
5.96,6.021445110144866,0.061445110144865644,0,0,0,0,0,0,1,False,False,False,True,False,False
7.49,7.070493964319611,0.41950603568038947,1,0,0,0,0,0,0,True,False,False,False,False,False
7.91,7.786731051962215,0.12326894803778554,1,1,0,0,0,0,0,True,False,False,False,False,False
7.08,7.4313127745509115,0.3513127745509115,1,1,1,0,1,0,0,False,False,False,True,False,False
6.08,6.055178244776187,0.02482175522381347,1,0,0,0,1,0,0,False,False,True,False,False,False
7.47,7.8338939231403,0.3638939231403002,0,0,1,0,0,0,0,True,False,False,False,False,False
6.69,6.580688777943244,0.10931122205675603,1,0,1,0,1,0,0,False,False,False,False,False,True
